Name,Ingredients,Procedure,Nutrition_Facts
thai-sweet-chili-chicken,"['1 lbs (450 g) boneless skinless chicken breasts or thighs , cut into bite-sized chunks', '1 tablespoon vegetable oil', '1/2 teaspoon salt', '1 egg , beaten', '1/2 cup cornstarch', '1/2 cup Thai sweet chili sauce', '1 tablespoon Shaoxing wine (or dry sherry for gluten-free)', '1 tablespoon light soy sauce (or tamari for gluten-free)', '1/4 to 1/3 cup vegetable oil', '2 slices ginger , minced', '2 green onions , chopped', 'lime wedge to serve with (Optional)']","['Combine chicken pieces, vegetable oil, and salt in a big bowl. Mix well and let marinate for 10 to 15 minutes.', 'Combine all the sauce ingredients in a small bowl.', 'Add the beaten egg into the bowl with the chicken. Stir to mix well. Add cornstarch. Stir to coat chicken, until it forms an uneven coating with a little dry cornstarch left unattached.', 'Heat oil in a large nonstick skillet over medium-high heat until hot. Add chicken all at once and spread out into a single layer in the skillet. Separate chicken pieces with a pair of tongs or chopsticks.', 'Cook without moving the chicken for 2 to 3 minutes, or until the bottom turns golden. Flip to brown the other side and until the inside is just cooked through, 2 to 3 minutes. Transfer chicken to a big plate and remove the pan from the stove. Let cool for 2 to 3 minutes.', 'Wipe the extra oil from the pan using a few layers of paper towel held in a pair of tongs, leaving about 1 tablespoon of oil in the pan. Add the ginger and green onion. Stir fry a few seconds to release the aroma.', 'Add the chicken back into the pan and pour in the sauce. Stir to mix well.', 'Transfer to a plate and serve hot over steamed rice with lime wedges, if needed.']","['Serving: 3g', 'Calories: 438kcal', 'Carbohydrates: 39.1g', 'Protein: 34.6g', 'Fat: 14.4g', 'Saturated Fat: 2.3g', 'Cholesterol: 151mg', 'Sodium: 1409mg', 'Potassium: 635mg', 'Fiber: 0.6g', 'Sugar: 20.5g', 'Calcium: 20mg', 'Iron: 1.3mg']"
almond-tofu,"['2 cups unsweetened original almond milk', '0.5 oz (14 g) gelatin sheet or powder (or 0.1-oz/3-g agar strips for vegetarian diet)', '5 tablespoons sugar , divided', '1 teaspoon almond extract', '2 cups strawberries']","['(1) Bring 1 cup almond milk to a boil. Turn off heat and add the gelatin. Stir until dissolved completely.', '(2) Add 4 tablespoons sugar and the almond extract. Stir until dissolved.', '(3) Add the remaining 1 cup almond milk and stir to mix well. Pour the mixture through a fine sieve into a 8”x8” (20x20cm) baking pan. Place in the fridge until set, 1 hour or so.', '(4) Meanwhile, prepare the strawberries. Quarter the strawberries and mix them with the remaining 1 tablespoon sugar. Cover with plastic wrap and transfer to the fridge to macerate.', '(5) When ready to serve, run a knife around the edge of the pudding to loosen it, then cut it into 1/2-inch (1 cm) squares. Use a rubber spatula to release the pudding and transfer it into serving bowls. Add the strawberries along with the macerating liquid. Enjoy!']","['Serving: 4g', 'Calories: 102kcal', 'Carbohydrates: 21.7g', 'Protein: 1g', 'Fat: 1.7g', 'Sodium: 91mg', 'Potassium: 207mg', 'Fiber: 1.9g', 'Sugar: 18.7g', 'Calcium: 180mg', 'Iron: 0.7mg']"
easy-chinese-broccoli-recipe,"['1 bunch Chinese broccoli (Gai Lan) , about 1 lb (450 g)', 'Pinch of salt', '1 tablespoon peanut oil , or vegetable oil', '4 cloves garlic , grated', '1/2 lb (450 g) white mushrooms , sliced (*Footnote 1)', '1 cup vegetable stock (or water)', '2 tablespoons soy sauce', '1 teaspoon dark soy sauce  (Optional) (*Footnote 2)', '2 teaspoons sugar', '1 tablespoon cornstarch']","['Mix all the sauce ingredients in a small bowl and set aside.', 'Add 1/4 cup water to a large skillet and heat over medium high heat. When the water starts to boil, spread the Chinese broccoli in the skillet, and sprinkle with pinch of salt. Cover and let steam until the Chinese broccoli just turns tender, 2 to 3 minutes, depending on the size. Flip once or twice in between and check the doneness. Transfer to a big plate when cooked.', 'Wipe the residual water with a few layers of kitchen paper towel held in a pair of tongs. Add the oil and garlic. Stir a few times to release the fragrance.', 'Add the mushrooms. Stir and cook until golden, about 2 minutes. Turn to medium low heat.', 'Stir the sauce again to fully dissolve the cornstarch. Pour sauce into skillet. Immediately stir until it thickens. Pour the sauce over the cooked Chinese broccoli.', 'Serve hot as a side.']","['Serving: 1serving', 'Calories: 90kcal', 'Carbohydrates: 12g', 'Protein: 5.1g', 'Fat: 3.6g', 'Saturated Fat: 0.4g', 'Sodium: 607mg', 'Fiber: 1g', 'Sugar: 3.6g']"
chinese-gravy-noodles,"['24 oz (660 g) dried noodles of your choice  (*Footnote 1)', '1 cup handfuls dried lily flowers , 2 cup once rehydrated', '10 dried shiitake mushrooms , 2 cups once rehydrated', '1/4 cup dried woodear mushrooms , 2 cups once rehydrated', '1 lb (450 g) shrimp , peeled and deveined', '12 oz (350 g) pork tenderloin , thinly sliced', '2 tablespoons Shaoxing wine , or dry sherry', '4 teaspoons cornstarch', '3/4 teaspoon salt', '2 tablespoons vegetable oil', '1 can (28 oz/794 g) diced tomato', '4 green onions , sliced', '1 tablespoon ginger , minced', '4 cups chicken stock', '2 tablespoons soy sauce', '1 teaspoon salt , or to taste', '2 tablespoons oyster sauce  (Optional) (*Footnote 2)', '1/4 cup cornstarch', '1 tablespoon toasted sesame oil or homemade chili oil  (Optional)']","['Gently rinse the dried lily flowers with tap water. Transfer to a big bowl and add 4 cups hot water. Rehydrate until tender, about 15-20 minutes. Then remove tough ends of rehydrated lily flowers (*Footnote 3). Transfer 2 cups of the marinating water to another bowl without any of the solids that may have settled on the bottom. Set aside.', 'Gently rinse dried shiitake mushrooms with tap water. Add mushrooms and 2 cups hot water to a big bowl. Rehydrate until tender, about 15-20 minutes. Then drain and slice the mushrooms.', 'Add wood ear mushrooms to a small bowl and add hot water to cover. Let rehydrate for 15-20 minutes. When woodear mushrooms turn soft, gently rinse, drain, and set aside.', 'Combine shrimp, 1 tablespoon Shaoxing wine, 1/4 teaspoon salt, and 2 teaspoons cornstarch in a small bowl. Mix well by hand and marinate for 15 minutes.', 'Combine pork, 1 tablespoon Shaoxing wine, 1/2 teaspoon salt, and 2 teaspoons cornstarch in a small bowl. Mix well by hand and marinate for 15 minutes.', 'Chop and prepare the other vegetables.', 'Combine the the 1/4 cup cornstarch with 1/2 cup water in a bowl. Mix well and set aside.', 'Heat oil in a 5.5-quart dutch oven over medium heat until hot. Add lily flowers, shiitake mushrooms, and wood ear mushrooms. Stir and cook for 1 minute.', 'Add green onion and ginger. Stir a few times until fragrant.', 'Add canned tomato, stir, and cook for 1 minute.', 'Add the 2 cups marinating water from the lily flowers, chicken stock, soy sauce, and salt. Bring to a boil over medium high heat, stirring constantly. Turn to medium low heat and simmer for 15 minutes.', 'Add the shrimp and pork. Stir and cook until the shrimp turns white and the pork is just cooked through, 1 to 2 minutes.', 'Whisk the cornstarch water again and swirl in half of it. Stir until fully incorporated. Slowly add the rest of the cornstarch water and stir, until the gravy reaches the desired thickness (you will have some slurry left if you prefer a thinner gravy). Taste the sauce and add more salt if needed. Drizzle with sesame oil or homemade chili oil to finish up, if using. The sauce should be slightly salty by itself. Remove the pot from your stove and cover to keep hot.', 'Cook noodles according to instructions. Drain and transfer to each serving plate.', 'Serve the sauce hot over the noodles. Enjoy!']","['Serving: 1serving', 'Calories: 292kcal', 'Carbohydrates: 33g', 'Protein: 22g', 'Fat: 7.5g', 'Cholesterol: 125mg', 'Sodium: 785mg', 'Fiber: 3.6g', 'Sugar: 4.6g']"
chicken-wonton-soup,"['60 (14 oz/400 g package) wonton wrappers , thawed', '1 lb (450 g) ground chicken', '1 tablespoon Shaoxing wine (or rice wine)', '1 tablespoon light soy sauce (or soy sauce)', '1 large egg', '1 tablespoon toasted sesame oil', '4 slices fresh ginger , each the size of a dollar coin', '4 green onions , coarsely chopped', '1/4 teaspoon white pepper', '1 teaspoon salt', '10 cups chicken stock (or homemade stock)', '4 tablespoons light soy sauce (or soy sauce)', '2 slices ginger', '4 stalks baby bok choy , quartered (or 4 cups baby spinach) (Optional)', '2 tablespoons sesame oil', '3 green onion , sliced']","['Add all the filling ingredients and 2 tablespoons water into a high-powered blender or a food processor (I used my vitamix). Blend and gradually turn up to high until it forms a smooth and sticky paste, about 30 seconds. Transfer into a big bowl.', ""Prepare a large tray or a plate, and a small bowl of water. Work on the wontons one at a time. Place about half a teaspoon of filling (or 1 teaspoon of filling for bigger wontons) on the lower third of the wrapper. Fold the bottom side over the filling, then roll the filling all the way across to the other side of the wrapper. Brush a thin layer of water on one end of the wonton wrapper using your finger. Bend both ends and press together to lock the filling inside the wrapper. Place on a big plate, a finger's width apart."", 'When you finish 10 to 15 wontons, cover them with a damp, clean cheesecloth or a few layers of damp paper towel to prevent them from drying out.', 'If you are not going to cook and serve the wontons immediately, you can keep them covered at room temperature for 2 to 3 hours. Or you can freeze them for up to a month by sealing the tray of wontons with plastic wrap. When the wontons are completely frozen, you can transfer them to an airtight ziplock bag to free up freezer space.', 'Add chicken stock, light soy sauce, and ginger into a medium-sized pot. Bring to a boil. Let boil for 10 minutes.', 'Add the baby bok choy and cook until cooked through, 1 to 2 minutes. If you are using spinach, it only takes a few seconds to cook. Stop the heat. Stir in the green onions and sesame oil. Mix well. Add the soup and veggies into each serving bowl.', 'Start to cook the wontons right before serving. Bring another large pot of water to a boil. Add wontons, about 20 at a time. Stir gently and constantly with a spatula to prevent them from sticking to the bottom. Cook until the wontons are floating on top. Then cook for another 30 seconds to 1 minute, until the wonton wrappers look transparent and the filling is cooked through. Transfer a few wontons into each serving bowl with the chicken soup.', 'Serve immediately.']","['Serving: 1serving', 'Calories: 288kcal', 'Carbohydrates: 41.1g', 'Protein: 9.1g', 'Fat: 9.6g', 'Saturated Fat: 1.7g', 'Cholesterol: 37mg', 'Sodium: 2206mg', 'Fiber: 1.5g', 'Sugar: 1.5g']"
slow-roast-goose-black-currant-sauce,"['1 (8 to 10 lbs / 3.5 to 4.5 kg) whole goose', 'Sea salt', '5  to 7 citrus fruits , lemon, lime, grapefruit, and/or orange, peels removed', '2 cups sparkling wine', '1/4 teaspoon ginger powder', '1/2 cup Hero Black Currant jam', '2 tablespoons cornstarch']","['Adjust oven rack to the lower third. Preheat oven to 120°C (250°F). Line a baking pan with aluminium foil (for easy cleanup) and top with a V-rack.', 'Prepare a plate. Transfer the neck and giblets from the goose cavity to the plate, and save for making stock later. Use a pair of poultry shears to trim the neck skin. Do not trim any skin from the bottom of the goose, because it will keep the meat moist during roasting.', 'Place goose on a working surface or cutting board. Use a toothpick to prick the goose skin on the breast and the thigh without piercing the meat, as many times as possible or at least about 1/3 inch (1 cm) apart. Note, the thickness of goose skin is not consistent, so start slow and do not prick too deep. If the skin is too tough to prick through, let the goose rest at room temperature for 30 minutes, or use your hands to massage the skin to loosen it up.', 'Rub both sides and the inside of the goose with a generous amount of sea salt.', 'Stuff citrus inside the goose, using as many fruits as you can. Use a few toothpicks to seal the bottom of the goose, to secure the fruits inside. Place goose onto the V-rack, breast side up.', 'Bake until the skin turns golden brown, 8 to 10 hours. You do not need to flip the goose or monitor the process.', 'If you’re going to serve the goose immediately, turn up the heat to 260°C (500°F) to brown the goose for another 5 to 10 minutes.', 'If you’re going to serve the goose later, remove the goose from the oven. Place the goose in a cool place, loosely covered with aluminum foil, if you’re going to serve it the same day. Alternatively, you could let the goose rest for 30 minutes, then carve it into breast and leg pieces. Use aluminum foil to wrap the pieces, seal them in Ziplock bags, and store them in the fridge for up to 3 days.', 'Reheat goose', 'Thirty minutes before serving, heat oven to 200°C (400°F). Roast the whole goose for 30 minutes, or until the skin turns dark brown and crispy. If you have carved the goose, spread the pieces on an aluminum-foil-lined baking sheet, and bake until the skin turns crispy, 15 minutes or so.', 'Fruit sauce', 'While resting (or reheating) the goose, cook the fruit sauce. Dissolve potato starch in a few tablespoons of the sparkling wine.', 'Heat the rest of the sparking wine with the ginger powder in a small saucepan until bringing to a simmer. Turn to medium low heat and let simmer for 10 minutes so that the alcohol evaporates. Add the black currant jam and a pinch of salt. Stir and mix so that the jam incorporates with the wine. When the liquid comes to a simmer, taste it and adjust the flavor by adding more wine or jam.', 'Stir the cornstarch slurry again so that the starch fully dissolves. Slowly pour half of the slurry into the sauce, stirring at the same time. Continue adding more slurry to get the sauce to the desired thickness.', 'Serve', 'Remove the goose from the oven and let it rest for 15 to 30 minutes for an un-carved goose. You don’t need to rest it if you’ve already carved the goose. Do NOT cover the goose with foil. The stuffing will keep the meat hot.', 'Transfer the goose onto a large cutting board, carve, then slice the breast meat into bite-size pieces.', 'Serve the goose hot with the fruit sauce on the side.']","['Serving: 1serving', 'Calories: 265kcal', 'Carbohydrates: 7.3g', 'Protein: 17.7g', 'Fat: 15.4g', 'Saturated Fat: 5.1g', 'Cholesterol: 81mg', 'Sodium: 353mg', 'Sugar: 4.1g']"
moms-best-braised-pork-spare-ribs,"['1 slab  pork ribs (about 1.8 kg / 4 lbs) , halved crosswise and cut into one-bone sections (*Footnote 1)', '2 "" ginger , sliced', '4 green onion , halved lengthwise', '1 whole nutmeg  (or 1 teaspoon nutmeg powder)', '2 star anise pods', '5 cloves', '1/4 cup Shaoxing wine (or dry sherry)', '3 tablespoons light soy sauce (or soy sauce)', '1 tablespoon dark soy sauce (or soy sauce)', '2 tablespoons granulated sugar', '2 teaspoons salt', '2 pieces red fermented bean curd (Optional)', '2 tablespoons cornstarch', '2 red potatoes , chopped (or waxy potatoes)', '3 carrots , chopped', '1/2 lb  green beans']","['Add pork ribs to a large pot and add cold water to cover. Bring to a boil over medium high heat, then turn to medium heat. Boil for 5 minutes while skimming the foam off the top with a spoon.', 'Add the ginger, green onion, nutmeg, star anise, cloves, and cooking wine. Turn to low heat. Cover and simmer for 40 minutes. Stir occasionally.', 'Add light soy sauce, dark soy sauce, sugar, and salt. Add the red fermented bean curd into a small bowl and add a few spoonfuls of hot broth from the pot. Smash with the back of a spoon until the bean curd dissolves. Pour back into the pot. Simmer uncovered for another 40 to 50 minutes, until pork turns tender but is not quite falling of the bone.', '(Optional) Add the vegetables. Continue simmering for 15 minutes, until the vegetables turn tender.', 'Add cornstarch and 1/3 cup water into a small bowl. Whisk well until the cornstarch dissolves completely. Slowly add half of the slurry into the pot. Stir to mix well. Add more slurry and stir if you want to thicken the sauce more. Note, you might not need to add all the cornstarch slurry. (*Footnote 2)', 'Serve pork ribs with steamed white rice or noodles. Enjoy!', 'Store the pork ribs in an airtight container in the fridge for up to 1 week, or in the freezer for up to 1 month.']","['Serving: 1serving', 'Calories: 531kcal', 'Carbohydrates: 16g', 'Protein: 46.8g', 'Fat: 30.2g', 'Cholesterol: 175mg', 'Sodium: 625mg', 'Fiber: 2.3g', 'Sugar: 7.1g', 'Calcium: 82mg', 'Iron: 3mg']"
nepali-momos-spinach-ricotta,"['5 cups (140 g) baby spinach leaves', '1 clove garlic , minced', '3/4 cup (220 g) ricotta cheese', '1/4 cup parmesan cheese , grated', '2 green onions , finely sliced', '1 tablespoon butter , melted (or ghee)', '3/8 teaspoon salt', 'Freshly ground black pepper', '20 round dumplings wrappers (or homemade wrappers)']","['Add the spinach leaves and garlic into a large skillet. Swirl in a splash of water and sprinkle salt on the spinach. Cover and cook over medium heat until the spinach is wilted, about 2 minutes. Transfer the spinach to a plate and set aside to cool. When it has cooled enough to handle, squeeze out the excess water. Chop the spinach into 1/8-inch (0.5-cm) pieces.', 'Add the chopped spinach, ricotta, parmesan cheese, green onion, garlic, salt, a few turns of black pepper, and butter into a medium-size bowl. Stir to mix well.', 'Hold a dumpling wrapper in one hand. Scoop about 2 teaspoons (or less, so you can easily fold the dumpling) of dumpling filling and place it in the center of the wrapper. Start sealing the edges with the other hand (refer to the video to see how to fold a dumpling). After folding, press the edge again to seal it well. You can use any method to fold the dumplings, as long as you’re comfortable with it.', 'Place the dumplings onto a baking sheet lined with parchment paper or onto a lightly floured cutting board. Cover with a clean damp cheesecloth (or a few layers of paper towel) to prevent the dumplings from drying out.', 'Line a steamer with parchment paper or a damp cheesecloth. Transfer the momos into the steamer, one finger’s width apart from each other. (*Foonote 1)', 'Bring a large pot of water to a boil, place the steaming rack on top. Steam for 10 minutes.', 'Serve hot with dumpling dipping sauce.']","['Serving: 1of the 20 dumplings', 'Calories: 75kcal', 'Carbohydrates: 8.5g', 'Protein: 4g', 'Fat: 2.6g', 'Cholesterol: 8mg', 'Sodium: 161mg', 'Fiber: 0.5g', 'Sugar: 0.1g']"
sichuan-dry-rub-roast-chicken-breast,"['4 boneless skinless chicken breasts', 'Sea salt', '1 tablespoon olive oil', '1 tablespoon brown sugar', '1 tablespoon Chinese chili flakes (or paprika powder for less spiciness)', '1 teaspoon freshly ground Sichuan peppercorns', '2 teaspoons garlic powder', '1 teaspoon ginger powder', '1 teaspoon cumin powder']","['Generously sprinkle salt on both sides of the chicken breasts. Let marinate at room temperature for 15 to 30 minutes, or covered and placed in the fridge for up to 6 hours.', 'Mix all the ingredients for the Sichuan dry rub in a small bowl.', 'Preheat oven to 500 degrees F (260 C). Line a baking sheet with parchment paper.', 'Thoroughly pat chicken breasts dry with paper towel. Brush a thin layer of oil onto the chicken. Sprinkle both sides with dry rub and transfer to the lined baking sheet. Transfer into the oven and set the oven temperature to 450 F.', 'Bake until a thermometer inserted reads 160 F (*Footnote 2), or until the juice runs clear when you insert a knife into the thickest part of the chicken, about 15 minutes for smaller pieces and 20 minutes for larger ones.', 'Transfer the chicken to a plate and let it rest for 5 minutes. Serve hot as a main.', 'You can store the leftover chicken in an airtight container in the fridge for up to 3 days or in the freezer for up to 3 months. Reheat using microwave or a 350 F oven.']","['Serving: 1chicken breast', 'Calories: 217kcal', 'Carbohydrates: 1.9g', 'Protein: 36.3g', 'Fat: 6.1g', 'Cholesterol: 109mg', 'Sodium: 292mg', 'Fiber: 0.1g', 'Sugar: 1.3g']"
kabocha-pumpkin-pie,"['1 pie dough for a 9"" pie or premade pie crust', '1 large egg', '1/2 kabocha squash about 1.5 pounds / 800 grams, including skin and seeds, or 1 (15-oz./425-g) can pumpkin puree', '1 cup (232 grams ) heavy cream', '1/3 cup (80 grams) whole milk', '1/2 cup (100 grams) brown sugar', '2 large eggs at room temperature', '2 tablespoons (30 grams) unsalted butter', '1 1/2 teaspoon ground ginger', '1/2 teaspoon ground cinnamon', '1/2 teaspoon salt']","['Filling', 'Microwave the kabocha squash for 2 to 3 minutes, so it’ll be much easier to cut. Halve the kabocha by tilting your knife to a 45-degree angle and slicing it down from the bottom of the squash (the softer part). Then cut to 1-inch thick slices.', 'Prepare a steamer with 2 inches of water in it. Top with steaming rack, and place the pumpkin on the rack. Cook covered over medium high heat until it reaches a boil and steam comes out from the lid. Steam until the squash turns tender throughout, about 15 minutes.', 'Transfer the kabocha to a plate and let cool for 15 minutes, until it can be handled by hand. Peel off the skin with a knife and discard. Measure 3 heaping cups (400 grams) of kabocha and transfer to a blender.', 'Add the butter, heavy cream, milk, brown sugar, eggs, butter, ginger, cinnamon, and salt into the blender. Turn on low spead and gradually increase to high. Blend until it forms a silky puree, 15 to 20 seconds. The puree should have a consistency thick enough to coat a spoon. You can add more milk if the texture is too thick, or add more squash if it’s too runny.', 'Layer a few dish towels on your kitchen counter. Drop the blender bowl from a 2-inch height onto the dish towels a few times, to release the bubbles that have formed in the puree. Transfer into a big bowl. The puree can be made a day earlier and stored in an airtight container in the fridge.', 'Bake', 'Sprinkle a thin layer of flour onto a clean working surface and place the pie dough on top. Let rest for 5 to 10 minutes, until it’s soft enough to roll out without cracking.', 'Dust the top of the pie dough and your rolling pin with flour. Roll out the dough into a round sheet that is about 1/8-inch (3-mm) thick, and 1-inch larger than the rim of your pie pan. Rotate the dough frequently so it won’t stick to the surface. Dust with more flour if needed.', 'Roll the dough over your rolling pin and unroll it over the baking dish. Gently arrange the dough to fit the pan. Trim off the excess dough with scissors, leaving about 1/2 inch (1-cm) from the rim of the baking pan.', 'Tuck the edge of the dough underneath so it creates a thick border that rests on the rim of the baking dish. Crimp the edges by pressing the edge with your finger while holding the two sides with the knuckles of your other hand.', 'Cover the dough with plastic wrap and transfer to the fridge. Let rest for 30 minutes to 1 hour, until it’s completely cooled and turns solid.', 'Adjust oven racks, so one is in the middle and one is on the bottom. Place a pizza stone on the bottom rack (Optional). Preheat the oven to 425 degrees F (220 C).', 'Beat the egg with 1 tablespoon water in a small bowl to make an egg wash.', 'When the pie is well chilled, transfer to the kitchen counter. Crumple a piece of parchment paper and flatten it, cover the bottom of the pie and arrange it so it fits the shape. Add pie weights, beans, or rice onto the parchment paper. Transfer the pie onto the pizza stone. Turn the oven to 400 F (200 C). Bake for 30 minutes, or until the edges turn golden.', '(Optional) If you made the pie garnish, you can now place them on the middle rack and bake until the surface turns golden, 15 to 17 minutes.', 'Transfer the pie crust to the kitchen counter and remove the pie weights. Brush the entire pie crust surface with a thin layer of egg wash. Return it to the bottom of the oven and bake for another 5 to 7 minutes, until the egg wash has dried completely and the bottom of the pie crust turns solid. If you plan to make the pie in advance, you can pre-bake the pie crust one day in advance.', 'Let the pie crust cool completely. Turn the oven to 350 F (176 C).', 'Fill the pie with the kabocha squash puree, up to 3/4 of the crust. Bake on the middle rack until the filling sets and the center jiggles slightly, about 40 minutes. Transfer the pie to a cooling rack and let cool completely before serving.', 'Slice the pie and top with whipped cream or vanilla ice cream. Enjoy!']","['Serving: 1of the 8 slices', 'Calories: 287kcal', 'Carbohydrates: 23.7g', 'Protein: 4.2g', 'Fat: 19.9g', 'Cholesterol: 90mg', 'Sodium: 265mg', 'Fiber: 1.4g', 'Sugar: 6.5g', 'Calcium: 39mg', 'Iron: 2mg']"
sweet-and-sour-chicken,"['1 lb boneless skinless chicken thighs (or breasts) , cut to 1-inch (2-cm) pieces', '1 tablespoon vegetable oil', '1 egg , beaten', '1/2 teaspoon salt', '1/2 cup cornstarch', '2 tablespoons ketchup', '2 tablespoons Shaoxing wine (or dry sherry)', '2 tablespoons rice vinegar', '2 tablespoons light soy sauce (or soy sauce)', '3 tablespoons brown sugar', '2 tablespoons water', '1/2 tablespoon cornstarch', '1/3 cup peanut oil (or vegetable oil)', '2 cloves garlic , minced', '1/2 small white onion , chopped', '1 bell pepper , chopped (I used a mix of colors in this recipe)']","['Mix all the sauce ingredients in a small bowl and set aside.', 'Combine chicken pieces, vegetable oil, and salt in a big bowl. Mix well and let marinate for 10 to 20 minutes.', 'Add the beaten egg into the bowl with the chicken. Stir to mix well. Add cornstarch. Stir to coat chicken, until it forms an uneven coating with a little dry cornstarch left unattached.', 'Heat oil in a heavy duty skillet until hot, until it just starts to smoke. Add chicken all at once and spread out into a single layer in the skillet. Separate chicken pieces with a pair of tongs or chopsticks.', 'Cook without touching the chicken for 2 to 3 minutes, or until the bottom turns golden. Flip to brown the other side, 2 to 3 minutes. Transfer chicken to a big plate and remove the pan from the stove. Let cool for 2 to 3 minutes.', 'Place the pan back onto the stove and turn to medium heat. You should still have 1 to 2 tablespoons oil in the pan. Add garlic. Cook and stir a few times until it releases its fragrance.', 'Stir the sauce again to dissolve the cornstarch completely. Pour into the pan. Stir and cook until it thickens, when you can draw a line on the bottom with a spatula without the sauce running back immediately.', 'Add back the chicken pieces, white onion, and bell peppers. (*Footnote 1) Stir to coat chicken with sauce, 30 seconds. Transfer everything to a plate immediately.', 'Serve hot as main over steamed rice.']","['Serving: 1serving', 'Calories: 432kcal', 'Carbohydrates: 22.4g', 'Protein: 22.4g', 'Fat: 27.3g', 'Cholesterol: 138mg', 'Sodium: 914mg', 'Potassium: 745mg', 'Fiber: 1g', 'Sugar: 9.6g', 'Calcium: 2mg', 'Iron: 9mg']"
red-bean-popsicles,"['1/2 cup dried red beans (or 1 1/2 cups cooked, unsweetened red beans)', '1 cup whole milk', '1/2 cup condensed milk']","['Add red beans into a medium-sized bowl and add water to cover, at least by 1 inch. Soak until the beans are rehydrated (3 hours at a minimum, up to overnight).', 'Drain soaked red beans and transfer to a medium-sized pot. Add cold water to cover by 2 inches. Cook over medium high heat until brought to a simmer. Immediately turn to low heat. Simmer covered until the red beans turn tender without breaking apart, about 50 minutes (*Footnote 1). Rinse the red beans with tap water to cool and drain.', '(Optional) Separate and save 1/4 cup whole red beans to add into the Popsicles for texture, if desired.', 'Combine the cooked red beans and milk in a blender (I used a Vitamix). Start at low speed and increase to high, blending for 30 seconds if you like a texture with tiny pieces of crushed beans, and 1 minute for a smoother texture.', 'Add condensed milk. Start at low speed and increase to medium, blending for 5 seconds, until the condensed milk is just incorporated.', 'Transfer the mixture into Popsicle molds and place them in the freezer for 30 minutes, until the mixture thickens. Meanwhile, soak the Popsicle sticks in water. (*Footnote 2)', 'Insert the Popsicle sticks, keeping them as straight as possible. Return the Popsicle molds to the freezer for another 4 to 5 hours, until the Popsicles have solidified.', 'To remove a Popsicle, run the mold under warm water for 3 to 5 seconds, and then gently pull the Popsicle out and enjoy!']","['Serving: 1of the 6 Popsicles', 'Calories: 158kcal', 'Carbohydrates: 25.1g', 'Protein: 6.8g', 'Fat: 3.7g', 'Saturated Fat: 2.2g', 'Cholesterol: 13mg', 'Sodium: 51mg', 'Potassium: 361mg', 'Fiber: 2.3g', 'Sugar: 16.3g', 'Vitamin A: 4IU', 'Vitamin C: 2mg', 'Calcium: 10mg', 'Iron: 6mg']"
sliced-tofu-salad,"['4 cups sliced tofu', '4 teaspoons sesame oil', '2 cloves garlic , minced', '1 carrot , shredded', '1 cucumber , slices (or pepper, or celery)', '2 tablespoons rice vinegar', '2 teaspoons soy sauce (or tamari for gluten-free option)', '1/2 teaspoon salt (or to taste)', '1/2 teaspoon sugar', '2 tablespoons homemade chili oil (Optional)', '3 tablespoons chopped cilantro for garnish (Optional)']","['Bring a small pot of water to a boil. Add the sliced tofu and stir for a few seconds. Rinse the sliced tofu with tap water, drain thoroughly, and set aside to cool.', 'Add sesame oil and garlic into a small bowl. Heat in microwave for 30 seconds, or cook until the oil just starts to bubble and the garlic turns tender.(*Footnote 1)', 'Right before serving, add sliced tofu, carrot and bell peppers into a big bowl. Add the sesame oil and garlic, green onion, rice vinegar, salt, and chili oil (if using). Toss to mix well.', 'Garnish with cilantro and serve as an appetizer.']","['Serving: 1serving of the 4 servings', 'Calories: 108kcal', 'Carbohydrates: 6.9g', 'Protein: 5.4g', 'Fat: 6g', 'Sodium: 452mg', 'Fiber: 0.8g', 'Sugar: 2.6g']"
pickled-watermelon-radish,"['1 watermelon radish , peeled and shredded', '1/4 cup rice vinegar (or apple cider vinegar)', '2 tablespoons sugar (or maple syrup)']","['Combine apple cider vinegar and maple syrup in a large bowl. Mix well. Add radish and toss. Let sit for 10 minutes in the fridge.', 'Add a pinch of salt onto the radish and toss again right before serving.', 'Store the rest of the radish in an airtight jar for up to a week.']","['Serving: 1of the 4 servings', 'Calories: 10kcal', 'Carbohydrates: 2.1g', 'Sodium: 1mg', 'Potassium: 5mg', 'Sugar: 2g']"
